IIPS 36000	This independent study course allows students to engage in intensive readings and reflection on a theme or topic within peace studies not covered by regular course offerings.  The topic must be pre-approved by the director of undergraduate studies, and the proposed study plan must be consistent with the number of intended credit hours.  A maximum of three credits (in total) may be applied toward the peace studies minor or supplementary major.   The coursework must be completed under the direction of a Kroc Institute faculty member, and the student will receive a standard letter grade at the end of the semester.  Please contact the assistant director of the undergraduate program for permission to register.
IIPS 40301	This course explores how social media and other new technologies are profoundly reshaping the world, impacting democratic institutions, social cohesion, conflict, and the peacebuilding field. We will engage in deep-rooted analysis of technology's positive and negative impacts on society, drawing on neuroscience, psychology, political analysis, and economic research of the profit models, affordances, and designs of current technology platforms. Students will analyze the impact of digital technology on fifteen global conflicts and explore twenty spheres of digital peacebuilding. The course includes a policy analysis of proposed government regulations on technology companies. Participants will learn through case studies and policy dialogues to identify best practices for using social media to support peacebuilding.
IIPS 40409	A major source of conflict - increasingly so - is environmental issues; both climate change-related conflicts about (more and more scarce) resources as well as secondary conflicts (conflicts that arise because of the resource conflict, i.e. climate migrants) pose a major challenge to the planet. Pope Francis' encyclical Laudato Si has offered ways to think about an &quot;integral ecology&quot; that takes the environment, life on the planet, the human condition and culture seriously. The cry of the earth and the cry of the poor cannot be separated. Laudato Si has to be read against the background of the concept of &quot;Integral Human Development.&quot; This concept, inspired by the works of Joseph Lebret, OP, was introduced by Pope Paul VI in his encyclical Populorum Progressio (1967). It refers to &quot;the development of the whole person and the development of all persons.&quot; The course explores the connection (intersectionality) between peace, (integral) ecology, and (integral human) development. It will do so with in-class room teaching sessions and working with select case studies on integral ecology.
IIPS 40413	This course will involve students, in a structured format, in assessing, prioritizing and creatively solving problems encountered by low-income and other disadvantaged South Bend entrepreneurs. We will employ a process-consulting approach and introduce a number of other useful tools and frameworks. Students will work with both for-profit and non-profit enterprises, producing tangible deliverables that help clients launch, grow and sustain their ventures. In addition to class time, students will meet with clients on a weekly basis at a Notre Dame facility located downtown, with transportation assistance available for those needing it. The class will meet for a normal session on Tuesdays. On Thursdays, students will consult with local entrepreneurs in one hour blocks during the evening hours at the Center for Civic Innovation. This consulting time is flexible with students' schedules and based on appointments made by local entrepreneurs.
IIPS 40416	What is the Israeli-Palestinian conflict about? How did it start? How might it be resolved? Some interpretations rely on claims of ancient hatreds. Others invoke sacred and biblical narratives as their authority for claims to a land deemed holy by many different religions. Still others underscore the ills and legacies of settler colonialism and indigenous accounts of historical presence. Some invoke international law and human rights to make their claims. This course will explore these arguments surrounding the Israeli-Palestinian conflict through screening and discussion of cinematic representation, narrative argument, and documentary films. Multiple genres provide powerful tools to introduce students to multiple perspectives, conceptions of history, experiences of injustice and grievances and loss, and imagining peace and justice. Each screening will be paired with relevant and interdisciplinary reading material. The students will emerge from this course with a detailed and complex understanding of the Israeli-Palestinian conflict from the present dating back to the late Ottoman period, the British control of historic Palestine, and the definitional moment of 1948 which is marked both as Israeli independence and the Palestinian catastrophe (the Nakba).
IIPS 40419	This class explores the use of marketing principles and concepts to support initiatives, causes and ventures that are social in nature. Attention is devoted to the marketing and communication challenges involved when attempting to do good, and how these issues can be overcome without spending large amounts of money. Sample topics include identifying and understanding target markets for social initiatives, constructing a value proposition, developing positioning approaches, designing communication programs, use of guerrilla techniques, the roles of price and place, and how to set goals and measure performance.
IIPS 40519	Although advances in science and technology have made tremendous gains in promoting health and longevity, these achievements have not been experienced evenly. Instead, devastating health and disability-based inequities persist, such as environmental racism and disability-based discrimination. As a result, social movement groups and organizations are fighting to protect vulnerable communities and promote civil rights. This class will therefore address how social movements have impacted the health and human rights of vulnerable social groups in the US and beyond today. To do so, we will (1) use a sociological perspective to investigate the structural determinants of health and the social construction of disabilities, and (2) investigate how advocates, activists, and organizations fight for good health and disability justice. This course will require participation in a daylong multi-fieldsite visit, weekly readings, presentations, and a final paper.
IIPS 40609	Understanding religious communities and their values are crucial to understanding human societies and global affairs. One particular group of interpreters of Islam, namely the traditional or orthodox religious scholars called the ulama and their institutions, are often hidden from contemporary accounts of Islam when in fact they are critical players. This course will provide historical contexts in order to explore how traditional Muslims navigate the discourses of modernity and how they resist it. We will read original texts in translation and secondary sources of descriptions of representatives of the orthodox tradition in regions of Asia, the Middle East and in the West. The course will pay particular attention to the institutions of learning known as madrasas, jami` and hawzas. Of course, the orthodox views are challenged by other Muslims and some of those debates will also be channeled in the class while the focus will remain on the Ulama. The course aims to equip students with analytical skills and the resources to understand how religious ideas impact religious communities and global affairs.
IIPS 40719	The primary goal of this course is to familiarize students with the tradition of Catholic social teaching with a view toward developing skills for critical reading and appropriation of these documents.  We will examine papal, conciliar, and episcopal texts from Rerum novarum (1891) up to the present time, identifying operative principles, tracing central theological, ethical, and ecclesial concerns, and locating each document in its proper historical context.  We will also hold recurring themes in conversation with the broader theoretical framework of Catholic social thought and relevant secondary literature.
IIPS 40807	In many of the recurring conflicts around the world, at issue are demands for justice.  Whether these revolve around economic inequality, political repression, environmental devastation, civil and political rights, ethnic or religious exclusion, or discrimination on the basis of race, class, gender, sexuality or disability status (to name just a few), social movements are often the carriers of these calls for justice.  In this course, we will examine how social movements emerge from, contribute to, and suggest resolutions for various types of social conflict, as well as explore their potential contributions to sustainable peacebuilding.  We will examine theory and research on how social movements emerge, escalate, consolidate and decline; how they choose (and change) protest tactics; how they articulate their visions and goals; how they generate emotions, solidarity and commitment; how they interact with networks of allies, opponents and powerholders; and how they influence (or fail to influence) agendas, policies, and regimes.  We will put a particular emphasis on the comparative study of social movements in different regions of the world, as well as on the challenges and opportunities posed by transnational movements that seek to organize across borders.
IIPS 40921	Scholars and activists use the concept of the &quot;carceral state&quot; to describe the official, government use of policing, surveillance, and mass imprisonment to exercise control over society. This course examines the histories, cultures, politics, and economics of prisons and policing in the United States, in order to determine how the U.S. carceral state has been a factor in the social construction of race, gender, and citizenship.  We will study the genealogy of the U.S. carceral state -- beginning with the surveillance embedded in the earliest practices of slavery and settler colonialism, tracing its development through the 19th and early 20th centuries, and concluding with the rise of the modern prison industrial complex. We will then focus on contemporary U.S. prisons, policing, and surveillance, using case studies including the &quot;war on drugs,&quot;  immigrant detention, sex-crime regulation, and police violence. Finally, we will consider alternatives to prisons and policing, as we learn about academic research and activist movements working to end state and police violence, abolish prisons, and create opportunities for restorative justice.  Over the course of the semester, students will learn about the historical development and ongoing maintenance of the carceral state, using an intersectional framework that highlights the ways in which prisons and policing have both shaped, and been shaped by, race, gender, citizenship, and economics. Along the way, students will ask and address such questions as: How does the U.S. carceral state function as a tool for social control? What histories, policies, and ideologies underlie the carceral state? How have individuals and organizations worked to transform or abolish the carceral state? How have art and cultural production been used to normalize and/or critique the carceral state? And can we imagine a world without prisons or police?
IIPS 43101	The peace studies senior seminar is a capstone course for both the supplemental major and the minor in peace studies. The centerpiece of the course is a seminar paper that students research and write on a subject of their choice in light of the theme of the course.  The course also consists of readings and discussions that explore familiar topics in peace studies in greater depth as well as introduce research methods to the students. This required course is open to peace studies majors and minors only.
IIPS 43507	Sociologists who study social movements and activism typically address questions about how disadvantaged groups are able to organize and engage in sustained protest in hopes of bringing about progressive change. In recent years, however, we have witnessed the growth of many organizations that aim to prevent change with hopes of preserving benefits that they enjoy. To understand this form of organized resistance to change, we need to closely examine how power operates in society to understand conditions that give rise to activism that resists progressive change. We consider the extent to which theories designed to explain progressive activism fail to account for conservative activism. The ultimate goal for the course is to provide you with the tools needed to formulate your own research questions and to engage with the academic literature to theorize your questions in a way that could lead to publishable research.
IIPS 45000	This course offers qualified undergraduates the opportunity to earn credit for academic work produced as part of an approved summer or academic-year internship.  Students are responsible for identifying and obtaining the internship, and the position and/or organization must be related to peacebuilding work in the field or have some substantive thematic connection to peace studies. The credit earned will not count toward the peace studies supplementary major or minor, and the written work produced will be evaluated as satisfactory or unsatisfactory by the director of undergraduate peace studies. Students seeking internship credit must contact the assistant director of the undergraduate peace studies program well in advance of the position's start date for details on coursework expectations and to arrange the necessary approvals and permissions.
IIPS 46000	This independent study course allows students to engage in intensive reading and reflection on a theme or topic within peace studies not covered by regular course offerings.  The topic must be pre-approved by the director of undergraduate studies, and the proposed study plan must be consistent with the number of intended credit hours.  A maximum of three credits (in total) may be applied toward the peace studies minor or supplementary major.   The coursework must be completed under the direction of a Kroc Institute faculty member, and the student will receive a standard letter grade at the end of the semester.  Please contact the assistant director of the undergraduate program for permission to register.
IIPS 47000	This course offers selected undergraduates the opportunity to assist in a faculty member's ongoing research project(s) for credit. Depending on the nature of the research, student work might include (but is not limited to) literature review and annotated bibliographies, data collection and field research, or more in-depth independent projects. The work will be graded, but the credit hours do not count toward the peace studies major or minor.
IIPS 48000	This course facilitates intensive independent research on a special, particularized topic in peace studies, under the guidance of an individual faculty member.  The course must culminate in a written, scholarly paper or seminar-length essay (20-25 pages) and at least one presentation of the work in an appropriate format and setting.  Credit hours do not count toward the peace studies major or minor unless explicitly approved by the Director of Undergraduate Studies.  Students should contact the Undergraduate Program Manager to secure permission to enroll in this course.
IIPS 50604	‘Islam and Violence’, and ‘Islam and Terror’, are familiar topics that have become increasingly popular in the media in the first two decades of the twenty-first century. These topics were spawned by events such as the intractable Israeli-Palestinian conflict, the attacks on the United States of America in September 2001, the Bush administration’s subsequent ‘war on terror’ in Afghanistan and Iraq, the Arab Spring which began in North Africa in 2011, followed in 2014 by the grotesque violence of the Islamic State of Iraq and Syria (ISIS). In contradistinction, to the plethora of courses focusing on Islam and Terrorist Violence, this course seeks to critically examine the Islamic theologies of nonviolence and peacebuilding articulated and embodied by a number of Muslim scholars. Students are not expected to emerge from this course as experts on the Islamic ethics of peacebuilding, but will be exposed to major Muslim authors and arguments on nonviolence and peacebuilding and be provided with a number of conceptual lenses that can be applied to their analysis of the diverse ways in which Islam is implicated in conflict, violence, and peacebuilding on both a global and local level. 
IIPS 50705	An exploration of how the voices of women have helped to reshape theological discourse and to bring to light new dimensions of the Christian tradition. The course will focus on the significance of gender and social location in understanding the nature and sources of theology, theological anthropology, Christology/soteriology, the mystery of God, and women's spirituality. The class will also consider the contribution of theology to gender studies. Readings will include selections from theologians who identify their work as feminist, womanist, Latina, mujerista, Asian and Asian American, post-colonial, or lesbian/queer, and/or those who are located in the &quot;Third World&quot;/global South.
IIPS 50800	In this course we will critically examine issues of trauma and healing as they emerge in conflict situations and as challenges to peacebuilding. The course will be structured in three parts. In Part one, we will examine how theorists from such different disciplines as psychology, psychoanalysis, philosophy and cultural studies have conceptualized trauma and the necessary steps to recovery. In part two, we will review recent anthropological accounts that have emerged from areas of extreme trauma. These accounts will provide the backdrop for assessing the adequacy of the dominant theories of trauma and healing models, especially when these models are taken into cross-cultural contexts. In part three of the course we will reflect on the implications of our examination of trauma and healing for peacebuilding on both the micro and macro levels. We will consider the challenges and possibilities for working with victims of trauma in various cultural situations as well as the reality of secondary traumatic stress experienced by practitioners. On the macro level, we will consider how trauma research might broaden our understanding of ideals of reconciliation, forgiveness and restorative justice, as well as the advisability of truth-telling commissions and war-crimes tribunals.
IIPS 60311	In this course we will critically examine issues of trauma and healing as they emerge in conflict situations and as challenges to peacebuilding. The course will be structured in three parts. In Part one, we will examine how theorists from such different disciplines as psychology, psychoanalysis, philosophy and cultural studies have conceptualized trauma and the necessary steps to recovery. In part two, we will review recent anthropological accounts that have emerged from areas of extreme trauma. These accounts will provide the backdrop for assessing the adequacy of the dominant theories of trauma and healing models, especially when these models are taken into cross-cultural contexts. In part three of the course we will reflect on the implications of our examination of trauma and healing for peacebuilding on both the micro and macro levels. We will consider the challenges and possibilities for working with victims of trauma in various cultural situations as well as the reality of secondary traumatic stress experienced by practitioners. On the macro level, we will consider how trauma research might broaden our understanding of ideals of reconciliation, forgiveness and restorative justice, as well as the advisability of truth-telling commissions and war-crimes tribunals.
IIPS 60412	In many of the recurring conflicts around the world, at issue are demands for justice.  Whether these revolve around economic inequality, political repression, environmental devastation, civil and political rights, ethnic or religious exclusion, or discrimination on the basis of race, class, gender, sexuality or disability status (to name just a few), social movements are often the carriers of these call for justice.  In this course, we will examine how social movements emerge from, contribute to, and suggest resolutions for various types of social conflict, as well as explore their potential contributions to sustainable peacebuilding.  We will examine theory and research on how social movements emerge, escalate, consolidate and decline; how they articulate their visions and goals; how they interact with networks of allies, opponents and powerholders; how they choose (and change) protest tactics; how they organize and communicate internally; how they project themselves externally via conventional and digital media; and how they influence (or fail to influence) policies and political process.  During the course we will examine scholarly research as well as documents and news reports on recent (and still active) movements around the world.
IIPS 70211	An exploration of how the voices of women have helped to reshape theological discourse and to bring to light new dimensions of the living Christian tradition. Using writings of feminist, womanist, Latina, mujerista, Asian, and &quot;Third World&quot; theologians, the course will focus on the significance of gender and social location in understanding the nature and sources of theology, theological anthropology, Christology/soteriology, the mystery of God, and women's spirituality.
IIPS 70220	This course explores how social media and other new technologies are profoundly reshaping the world, impacting democratic institutions, social cohesion, conflict, and the peacebuilding field. We will engage in deep-rooted analysis of technology's positive and negative impacts on society, drawing on neuroscience, psychology, political analysis, and economic research of the profit models, affordances, and designs of current technology platforms. Students will analyze the impact of digital technology on fifteen global conflicts and explore twenty spheres of digital peacebuilding. The course includes a policy analysis of proposed government regulations on technology companies. Participants will learn through case studies and policy dialogues to identify best practices for using social media to support peacebuilding.
IIPS 70221	Islam and the Abrahamic ReligionsIn 1965, the Second Vatican Council issued a &quot;Declaration on the Relationship of the Church to Non-Christian Religions&quot;, which contains a statement that Muslims &quot;submit wholeheartedly to even His inscrutable decrees, just as Abraham, with whom the faith of Islam takes pleasure in linking itself, submitted to God.&quot; While the Declaration can be understood as recognizing the possible validity of Islam's claim to Abrahamic status, some scholars have introduced the notion of &quot;Abrahamic religions&quot; as a way of associating Judaism, Christianity and Islam as related faiths. This course will explore the defining features of the Abrahamic religions that tie them closely together as well as their particularities and differences. As the youngest of the three Abrahamic religions, Islam has a lot of things to say about Abraham which largely correspond to the Biblical story although the Qur'an also contains some novel features, including the claim that Abraham, together with Ishmael, built the Ka‘bah. This course will discuss how the scriptures of the three religions emerged within the same cultural milieu, and explore their intertwined histories and the ways in which Jews, Christians, and Muslims developed their own independent religious identities from their early encounters to the present. Students will also be introduced to some basic teachings of Islam. No prior knowledge of Islam is required.
IIPS 78102	Required of nonresident graduate students who are completing their theses in absentia while retaining their degree status.
IIPS 80200	This course will focus on methods in peace research and will expose the students to the interdisciplinary dimension of the field.  The course will build on the knowledge and preparation gained in previous Peace Studies required courses.  It aims to engage the students with theoretical and methodological issues of their partner fields as well as ethical implications in conducting peace and conflict research. Faculty members from the partner disciplines will come in as guest lecturers throughout the semester.
IIPS 80218	In this course, we will examine the creation of &quot;gender&quot; and &quot;sexuality&quot; as objects of development practices around the world. While development projects often assume that gender and sexuality are stable, coherent categories of identity, scholars have long shown that both take socially and historically specific forms as they emerge through social practices. In this course we will read a range of critical case studies that demonstrate the complicated ways that local and transnational ideas about gender, sexuality, and development intersect in everyday life around the world. This course will help you approach &quot;gender&quot; and &quot;sexuality&quot; - two key terms in development discourse and global affairs - with an understanding of how these categories shape not just individuals but institutions, processes, and practices.
IIPS 80220	What is the Israeli-Palestinian conflict about? How did it start? How might it be resolved? Some interpretations rely on claims of ancient hatreds. Others invoke sacred and biblical narratives as their authority for claims to a land deemed holy by many different religions. Still others underscore the ills and legacies of settler colonialism and indigenous accounts of historical presence. Some invoke international law and human rights to make their claims. This course will explore these arguments surrounding the Israeli-Palestinian conflict through screening and discussion of cinematic representation, narrative argument, and documentary films. Multiple genres provide powerful tools to introduce students to multiple perspectives, conceptions of history, experiences of injustice and grievances and loss, and imagining peace and justice. Each screening will be paired with relevant and interdisciplinary reading material. The students will emerge from this course with a detailed and complex understanding of the Israeli-Palestinian conflict from the present dating back to the late Ottoman period, the British control of historic Palestine, and the definitional moment of 1948 which is marked both as Israeli independence and the Palestinian catastrophe (the Nakba).
IIPS 80234	This course interrogates the production, reproduction, and persistence of patterns of racial injustice that are manifested in many forms including criminal injustice, housing discrimination, food insecurity, health disparities and educational inequalities. The role of power, place, and institutions as ever-present factors shaping the social world and the matrix of social problems will be identified and evaluated to better examine how racism shapes conditions of violence, poverty, and suffering.
IIPS 80236	Across the world, millions of citizens live in territories controlled by criminal organizations that co-exist with democratically elected governments. The spread of organized crime across the globe has followed as many countries transitioned to democracy and/or ended long-lasting civil wars. Increasingly, conflict environments feature criminal gangs, drug-traffickers, mafias, and state actors involved in criminal activities. Informed by prominent theories and methodologies in political science, and the social sciences more broadly, this course will examine the causes of organized crime and its consequences or the consolidation of democracy, particularly in countries in Africa and Latin America. Importantly, a core objective of the course is to identify evidence-based policy approaches to address organized crime in developing countries. More specifically, we will examine theories and methodologies in political science, and related fields, that help us address the following six research questions: 1) What countries are the most and least affected by organized crime? 2) What is the role of politics in criminal violence? 3) How does criminal governance differ from other types of governance? 4) How does organized crime interacts with other forms of violence, particularly gender-based violence? 5) In what ways, does organized crime affect democracy? and 6) How have citizens and governments responded to organized crime? In brief, the course will offer an in-depth examination of organized crime and governance through the lens of political science and related fields in the social sciences.
IIPS 86100	Directed readings for doctoral candidates, conducted on an approved subject under the direction of a faculty member.  Special permission from the Director of Doctoral Studies is required.
IIPS 93100	This course is designed as a collaborative workshop that supports Kroc Institute ABD students in their dissertation-related research and writing as well as professionalization and preparation for the job market. The course will include the following elements: (1) it will serve as an accountability group to keep students moving forward on dissertation work, including bi-weekly check-ins and progress updates; (2) each class we will intensively workshop a dissertation-related &quot;product&quot; from at least one student, including dissertation chapters, dissertations summaries and outlines, research memos, research statements (for job and/or fellowship applications), or articles based upon dissertation research, with students serving as discussants on each other's writing; (3) we will work on dissertation planning, including mapping research and writing stages, outlining chapters, and developing feasible timelines; and (4) professionalization support such as help with conference papers, cover letters, research statements, and job talks.
IIPS 93101	This course is designed as a non-resident, collaborative workshop that supports Kroc Institute ABD students in their dissertation-related research and writing as well as professionalization and preparation for the job market. The course will include the following elements: (1) it will serve as an accountability group to keep students moving forward on dissertation work, including bi-weekly check-ins and progress updates; (2) each class we will intensively workshop a dissertation-related &quot;product&quot; from at least one student, including dissertation chapters, dissertations summaries and outlines, research memos, research statements (for job and/or fellowship applications), or articles based upon dissertation research, with students serving as discussants on each other's writing; (3) we will work on dissertation planning, including mapping research and writing stages, outlining chapters, and developing feasible timelines; and (4) professionalization support such as help with conference papers, cover letters, research statements, and job talks.
IIPS 93200	The Kroc Institute's Peace Research Education Seminar (PRES) is a seminar series dedicated to building and maintaining intellectual community through reading, presentation, and discussion of recently completed or in-progress scholarship in peace studies. Sessions take place once per month, over lunch on a Friday. Prior to each session, seminar organizers circulate one article or book chapter by a current faculty member, graduate student, faculty fellow or visiting scholar. The session then features a presentation by the author and responses by two different faculty members or graduate students. By participating in the seminar, students will become more deeply involved in intellectual conversations at the Kroc Institute and will increase their knowledge and understanding of current research in peace studies.
IIPS 97100	This is a reading course for doctoral students in peace studies who are preparing for the Ph.D. candidacy examination and writing a dissertation proposal. Students may undertake regular graduate course work in addition to this course. Special permission from the Director or Associate Director of Doctoral Studies is required.
IIPS 98100	Research and writing on an approved dissertation topic, under the guidance of the dissertation advisor, for resident doctoral students who have completed all course and candidacy requirements for the PhD in Peace Studies.
IIPS 98101	Research and writing on an approved dissertation topic for PhD candidates who are not in residence.  Registration for this credit is required for a non-resident PhD candidate to maintain degree status.
ILS 10012	This course is designed to develop beginner dance skills for regional dance styles of Mexico. Students interested in becoming dancers will learn steps, techniques, culture, and choreography post colonial pieces from the regions of Hidalgo, Sinaloa, and Jalisco. Principles of body alignment, strength, and coordination will be introduced as they relate to dance and performance. No previous dance experience required. Shoes, skirts, hats provided.
ILS 10015	This class instructs students on vocalization, instrumentation, and ensemble techniques that are part of the art form of Mexican Mariachi music. Advanced students with prior experience will assist in the instruction of the course. Guest instructors and speakers will also contribute to the course. Students gain the following skills: development of a broad knowledge of Mariachi music and Mexican culture, recognition of forms in Mariachi music (i.e. ranchera, polka, son, etc.) and growth of performance skills to create an ensemble sound.  The class is a continuation of Mariachi Ensemble I.
ILS 20303	This literature course offers an opportunity to read, discuss, and write about a generous sampling of contemporary American poetry by living Latinx poets, utilizing as its principal text the anthology, The Wind Shifts: New Latino Poetry. There will also be a special module on Latinx poetry inspired by Latinx art, with particular attention to the Smithsonian American Art Museum's exhibit: &quot;Our America: the Latino Presence in American Art.&quot; We will also be relying significantly on a series of online resources, including video interviews with Latinx poets conducted here at Notre Dame. We will focus mainly on mid-career writers, discovering and examining some of the themes that characterize Latinx poetry. A number of the poets who we'll be reading will be special guests, via ZOOM, at various points during the semester: we'll get to ask them questions, and watch and hear them read some poems. We'll also encounter poems that challenge what one might expect when one hears the term, &quot;Latinx poetry.&quot;   
ILS 20305	In this fine arts course we will read full-length books by young Latinx poets. We will discuss and learn from the them as we aspire to create our own literary art, in tandem with fun assignments, including but not limited to: writing to music, using a text from another language to write our own in English or Spanglish, visiting the Snite Museum on campus to use the visual or plastic arts as a springboard for our own literary art. We will also read and discuss essays on the craft of writing. The Latinx writers we will be reading will also be guests at special sessions on ZOOM, during which we?ll be able to question them about their art. Students will experience at least one literary event to experience literature as performance. Finally, students will practice and hone a certain vocabulary in order to offer constructive feedback to one another. No prior experience with creative writing necessary. All levels and majors and colleges welcome.
ILS 20701	This course will examine the Latina/o experience in the United States, including the historical, cultural, and political foundations of Latina/o life. By focusing on various Latina/o groups and the intersectionality of race, ethnicity, gender, class, and citizenship, this course will highlight the diversity within the category &quot;Latina/o. This course has an optional community-engaged learning component with La Casa de Amistad.
ILS 20812	More than a century before African slaves were trafficked to the Virginia colony in 1619, Christopher Columbus transported captured indigenous peoples of the New World to Spain. The dispossession and enslavement of non-Europeans in the colonization of the Americas was justified by Christians but also condemned by Christians with different political and economic interests. This development course in theology introduces students to the challenging intersection of faith, slavery, and freedom by exploring key figures and events that have shaped the complex historical legacy of Christianity in the Americas, a hemispheric past that remains ever bound together. In addition to Christianity's role in colonial expansion and racial ideology, the course especially considers how faith in God provided a catalyst for the empowerment and resistance of the oppressed and their advocates in shared struggles to attain greater justice, equality, and independence. From the &quot;Protector of the Indians&quot; Bartolome de las Casas to St. Oscar Romero, and the &quot;the Black Moses&quot; Harriet Tubman to Dr. Martin Luther King, Jr., the course explores these and other extraordinary figures of hope who risked their lives in the Americas to both protest grave social injustices and promote authentic expressions of faith. To confront this turbulent past theologically, students will examine idolatry, migration, land, liberty, poverty, and the common good as normative categories with ongoing significance in the face of contemporary social crises affecting the most vulnerable peoples and the environment.
ILS 20901	The goal of this course is to facilitate student exploration of the genre of the telenovela. Students will sharpen oral and written language skills through exposure to authentic telenovelas from Latin America, reading of authentic texts, and through the creation and production of their own telenovela. They will hone their oral and written proficiency and learn the idiosyncrasies of Hispanic culture as they write, direct, act in, tape, and edit a telenovela. During this process students will also learn and apply basic videography and non-linear video and audio editing techniques.
ILS 30006	While race is a notoriously difficult concept to define, it is undoubtedly a powerful force in American life.  But how do we know what we know about race?  Where do these ideas come from?  How will matters of race and representation change in the era of Barack Obama?  Focusing on the late nineteenth century to the present, this course explores the ways in which ideas about race are formed, negotiated, and resisted in the arena of American popular culture.  From blackface minstrelsy on the vaudeville stage to contemporary comedy, television, and music, this course will ask how popular culture actively shapes - rather than merely reflects - American ideas about race and ethnicity.  Rather than emphasizing on a particular racial or ethnic group, we will more broadly examine the politics and practices of representing difference in the United States.  By engaging with a diverse set of theoretical, historical, and primary texts, students will learn to approach and analyze popular culture with a critical eye.
ILS 30010	This course traces the developments of contemporary art practice in the U.S.-Mexico borderlands, and subsequently expands beyond this physical location to include global borders and artworks that reflect on living in between cultures, races, and languages. Students will develop a toolkit for analyzing the way borders shape culture and identity (race, gender, sexuality, class, religion, and ethnicity) in transnational points of contact. With an emphasis on printmaking, performance, photography, and film, the course will dwell on borders that respond to paradigms of fear and desire, contagion and containment, utopia and dystopia. Students will enhance their skills in visual analysis and writing, and refine their ability to conduct original research. No pre-requisites or prior knowledge of Art History and Latinx Studies is required for the course.  3 credits  
ILS 30013	Cinema and hospitality in a broad sense: how do films embody the art of welcoming, of hosting, of including and caring? Three months after his election in 2013, Pope Francis visited the Island of Lampedusa (Italy), one of the world’s deadliest forefronts of the humanitarian catastrophe often referred to as the global “refugee crisis.” He denounced the “globalization of indifference” in which no one wants to take responsibility for “our brothers and sisters” migrants who suffer and die. Ten years later, while the Pope is again addressing the “crisis” in Marseilles, in the month of August 2023 alone, 2,095 “migrants” have lost their lives in their attempts to cross the Mediterranean Ocean. Through a general concept of “hospitality,” our class will offer a holistic, cinematic approach to a world scene in which an unprecedented number of individuals are forced to flee their homes. We will focus on the (extremely) old notion of hospitality (a decisively matrixial one) and analyze films that put this concept at their core both formally and narratively. One critical goal will be to explore the various cultural understandings and practices that forge the highly cultural, both idiosyncratic and universal art of inviting, including, unconditionally hosting, and caring for the guest, the stranger, the child, the unknown. An ideal of protection, empathy, and compassion without which there is no responsibility, no ethics, all concepts that are the cornerstone of a feminist ethics that will nourish our research.
ILS 30027	America, at its core, is an idea. The lands that became America have been imagined and in certain ways and constantly reimagined. The history of the ideas that made America is less a lesson in philosophy and more about a series of clashes between contending visions: Democracy vs. Republicanism; Free vs. Slave; Christian vs. Secular; Individual vs. Society; and Universal vs. Particular. This course traces a long arc from the Puritans to the Culture Wars to understand the ideas Americans draw upon to comprehend the world and act in it.Lectures and discussions will consider the notions of equality, democracy, pluralism, religious freedom, and the tensions between contending visions for America. Readings for this course will include autobiographies, speeches, sermons, canonical texts, lyrics, novels, newspaper articles, and poetry.
ILS 30029	In 1975, the African-American writer Ishmael Reed put culture at the center of politics: “If I have you revering my art, behaving like me and adopting my psychology, then I’ve got you. If I’ve got your head, I’ve got you.” Confronted with the whiteness of U.S. publishing and school curricula, Reed and his peers saw literature as a key front in this broader struggle over the making and unmaking of American identity. Yet the question of literature’s contribution to the struggle elicited stark disagreement. Would it counter racial stereotype with accurate representation or refuse the burden of racial representativeness? Would it lay claim to the American nation on behalf of the racially minoritized, or throw in with different political horizons? Would it address the white reader unfamiliar with the realities of racial oppression, or the non-white reader seeking a different relation to histories already lived? These disagreements would only intensify in the following decades as the call for multicultural representation became increasingly institutionalized – with syllabi and publishing undergoing modest diversification, and universities framing racial difference as a strategic asset.    Moving from the late 20th century to the present, our course attends to how these political ambitions and desires informed the writing, publishing, and teaching of American literature by writers of color. It asks how these authors not only engaged in activism by literary means, but also reckoned with the artistic and political dilemmas that attended this doubled pursuit. To this end, the bulk of our readings will draw from literary fiction, non-fiction, and poetry, including authors like Gloria Anzaldua, Paul Beatty, Maxine Hong Kingston, Viet Thanh Nguyen, and Wendy Trevino.
