IIPS 48000,"This course facilitates intensive independent research on a special, particularized topic in peace studies, under the guidance of an individual faculty member.  The course must culminate in a written, scholarly paper or seminar-length essay (20-25 pages) and at least one presentation of the work in an appropriate format and setting.  Credit hours do not count toward the peace studies major or minor unless explicitly approved by the Director of Undergraduate Studies.  Students should contact the Undergraduate Program Manager to secure permission to enroll in this course."
IIPS 50405,"Why is talking about climate change without reference to colonial pasts an incomplete conversation? Why is a forward-looking climate justice conversation incomplete unless it is also looking back? How does coloniality present today? How does the global south figure in writing on climate change? Can there be a role for the global south in the climate justice conversation that recognizes its vulnerability to climate change but goes beyond portraying it as always and only vulnerable, devastated and/or menacing? In this class we will begin with the premise that the answer is yes: not only is such a role possible, but it must actively be created if the climate justice conversation is to an inclusive one. Examining representations of climate refugees, extreme weather events, and imagined geographies of conflicts, and informed by scholarship on racialized constructions of ‘good' and ‘bad' migrants, in this class we will collectively work through the intersections between the political and ecological that today determine the movement of humans, capital, and knowledge. Our collective endeavor will be to: (i) understand writing on climate change with a focus on its implicit (yet predominant) threat and risk imaginaries; (ii) question the role of the global south in such writing; and (iii) craft a lexicon that is cognizant of colonial pasts and their continuity, and relates geographies, histories and politics in more equal ways."
IIPS 50406,"Human beings experience peace and conflicts comprehensively, they touch human life in all aspects of existence. While dominant models of inquiry have privileged the use of disembodied reason, this course will consider what new avenues emerge when the role of the body in the production of knowledge is centered. Based on John Paul Lederach's Moral Imagination and expanding on the Kroc Institute's approach towards reflective peace building, this course will introduce students to humanistic and decolonial methods to peace building research and practice. Through somatic practice students will actively engage embodied knowing. Following the model of the scholar-practitioner students will study the conceptual foundations and applications of comprehensive embodied practices for peacebuilding. They will engage with the ontological, epistemological and ethical foundations of embodied research and their integration into research designs via qualitative methods. Emphasis will be placed on auto-ethnographic, decolonial, reflective and performative methodologies. Through the practice of dance (conscious dance), theatre (Theatre for Living/Theatre of the Oppressed) and breath (transpersonal approaches) students will come to understand how topics of peace and conflict are held, expressed and transformed through the body. Taught in experiential manner within a facilitated workshop setting, this course also requires openness for embodied self-exploration through dance, theatre and breath as well as openness for group-dynamics. No previous experience with embodied practices required. All levels of physical ability welcome."
IIPS 60100,"This course is designed for students in master's degree programs who are pursuing the graduate minor in peace studies. It provides a cross-disciplinary examination of violence and peace issues so that students will have a firm grounding in the more serious concepts, methods, frameworks and findings which peace research scholars, policy makers, and activists employ in dealing with war and violence. The course also provides opportunities to read and write about various issues areas that are distinctive in their own right, but which also have particular relevance to the task of strategic peacebuilding. Operationally, the first half of the course will examine the various schools of thought, the controversies, and the key concepts, theories and methods which have guided the development of the interdisciplinary field of peace studies, thus our label of foundations for the course. The second half of the course examines critical issues that are significantly tied both to peace research and to peacebuilding practice."
IIPS 60227,"What is psychic life? The word psyche has encompassed a range of definitions as it has travelled through time, from notions of mind, soul, spirit, and the conscious and unconscious mind, to a mirror, an asteroid discovered in 1852, a moth or butterfly, and anima mundi, the animating principle of the universe itself. Today an additional constellation of concepts may also be drawn into psyche's orbit, including brain, emotion, feeling, affect, self, subjectivity, person, ego, and experience. As opposed to terms like mental health, the concept of psychic life provides a language with which to speak about a range of phenomena across multiple traditions, epistemologies, and histories, without prioritizing any one conceptualization over another or locating the psyche within the boundaries of an individual mind, as distinct from the body and the world. Instead, in this course we will explore psychic life through the various ways in which it is known-as lived-experience; cultural, historical, and political form; object of intervention; and site of experimentation. The approaches engaged in this course draw from psychological anthropology, ethnopsychology, critical global health, history of medicine, cultural studies, affect theory, psychoanalysis, and critical phenomenology with an overarching dedication to de-stigmatizing mental illness, and embracing neurodiversity in all its forms. Along the way we will cover topics including madness and reason, psychopolitics, global mental health, the governance of the self, the psychic life of racism, radical mental health collectives and the psychedelic renaissance, as well as a set of phenomena that lie at the limits of experience, such as psychosomatization, solitary confinement, oceanic feeling, and dreaming."
IIPS 66100,"Directed readings for first-year graduate students, conducted on an approved subject under the direction of a faculty member. The course requires special permission from the Director of Doctoral Studies or the Director of Peace Studies for the Master in Global Affairs."
IIPS 70218," Human beings experience peace and conflicts comprehensively, they touch human life in all aspects of existence. While dominant models of inquiry have privileged the use of disembodied reason, this course will consider what new avenues emerge when the role of the body in the production of knowledge is centered. Based on John Paul Lederach's Moral Imagination and expanding on the Kroc Institute's approach towards reflective peace building, this course will introduce students to humanistic and decolonial methods to peace building research and practice. Through somatic practice students will actively engage embodied knowing. Following the model of the scholar-practitioner students will study the conceptual foundations and applications of comprehensive embodied practices for peacebuilding. They will engage with the ontological, epistemological and ethical foundations of embodied research and their integration into research designs via qualitative methods. Emphasis will be placed on auto-ethnographic, decolonial, reflective and performative methodologies. Through the practice of dance (conscious dance), theatre (Theatre for Living/Theatre of the Oppressed) and breath (transpersonal approaches) students will come to understand how topics of peace and conflict are held, expressed and transformed through the body. Taught in experiential manner within a facilitated workshop setting, this course also requires openness for embodied self-exploration through dance, theatre and breath as well as openness for group-dynamics. No previous experience with embodied practices required. All levels of physical ability welcome."
IIPS 80103,"This course introduces the cross-disciplinary field of peace research and peace studies. It focuses on key concepts and developments in the field over the past half century, and on developing our understanding of the relationship of the field to both the academic disciplines and to broader societal issues, dynamics and crises. It focuses in particular on issues of power and diversity within peace studies as a field of knowledge production. Students will be asked to develop their own perspectives on promising new directions in the field for the future."
IIPS 80202,"The course explores the Christian contribution (or difference) to efforts towards peace in the world. The course has two parts. Part one is a theoretical exploration of the history and assumptions that sustain the discussion of theology and peacebuilding. Behind this formulation is the assumption that theology and peace-building constitute two independent disciplines each with its own field of investigation, unique methodologies and criteria for rational inquiry. However, once the discussion is set up within these parameters, theology cannot but be reduced to simply providing a useful contribution- an add on to an independently derived and more primary realm of peace. The critical thrust of this first section will be to show that the political and ideological assumptions of peacebuilding (and thus peace studies generally understood) do not often allow for a full appreciation of theology as a way of life, grounded in and shaped by a matrix of practices and disciplines, whose overall effect is meant to shape the Christian into a vision and patterns of peace in the world.   The constructive direction of the section will be to point to a more complex, multi-layered and at times contested relationship between theology and peacebuilding. In the second part, using representative stories of individuals and communities, the course will explore the theological matrix that informs and sustains the Christian practice of peace. Among others, the scriptural imagination, lament, hope, and conversion will be identified as key disciplines within this matrix. But because these disciplines are produced and reproduced in the habitual practices of the church, it makes Christian peacebuilding a form of improvisation which takes place within particular, local and specific contexts. The stories display not only the inner logic of a Christian theology of peace, but the multiple possibilities of Christian peacebuilding efforts in the world."
IIPS 80220,"What is the Israeli-Palestinian conflict about? How did it start? How might it be resolved? Some interpretations rely on claims of ancient hatreds. Others invoke sacred and biblical narratives as their authority for claims to a land deemed holy by many different religions. Still others underscore the ills and legacies of settler colonialism and indigenous accounts of historical presence. Some invoke international law and human rights to make their claims. This course will explore these arguments surrounding the Israeli-Palestinian conflict through screening and discussion of cinematic representation, narrative argument, and documentary films. Multiple genres provide powerful tools to introduce students to multiple perspectives, conceptions of history, experiences of injustice and grievances and loss, and imagining peace and justice. Each screening will be paired with relevant and interdisciplinary reading material. The students will emerge from this course with a detailed and complex understanding of the Israeli-Palestinian conflict from the present dating back to the late Ottoman period, the British control of historic Palestine, and the definitional moment of 1948 which is marked both as Israeli independence and the Palestinian catastrophe (the Nakba)."
IIPS 83100,"Peace Studies is not the same discipline it was when it was founded in the mid-20th century, when scholars and activists alike were preoccupied with the Cold War, nuclear arms proliferation, forced conscription, and the lingering questions of the Holocaust and World War II. Though we have not left those challenges behind, the world is now also confronted with climate change, racial injustice, inequality-driven pandemics, and global social movements that are emerging to contend with these threats. Emerging Issues in Peace Studies examines some of these challenges through the normative commitments and orientations within peace studies, using detailed case studies of recent and ongoing threats to peace organized thematically, and how we are addressing the more hidden, systemic, and pernicious causes of human suffering. This course responds dynamically to the threats to humanity as they are emergent, and will be taught by faculty intimately involved in these issues in their own research and writing."
IIPS 83200,"This doctoral seminar focuses on the challenges and practical applications of conflict transformation and strategic peacebuilding in contexts of protracted violent conflict. It includes substantial reading and in-depth exploration of how recent research on trauma-informed practices for violence prevention, resolution, transformation and peacebuilding relate to or influence [1] the professional peacebuilding practices; and, [2] the policies of international agencies, governments and civil society actors. In addition to other writing and professionalizing assignments, students will develop - guided by the professor and other professional contacts as needed - a journal quality article focused on the practical challenges of the theory and practice on an aspect of peacebuilding of interest to them.  Active discussion of existing literature and approaches is a particular feature of the course. "
IIPS 83220,"Organized violence between human communities is one of the unfortunate realities of human existence, and its causes and consequences have consequently been of great interest. Is war an inevitable outcome of human nature, or the result of specific social, historical, and environmental circumstances? Archaeology is uniquely positioned to provide concrete insights into the history of human violence through study of its direct material correlates?traumatic injuries on skeletons, fortified settlements, weaponry, and iconography. However, the archaeological record also documents the impacts of violence?reduced nutritional status and health, evidence for enslavement, cannibalism, and population decline?and can provide insights into why war occurred through examination of environment, population, and social conditions. In this course, we will explore what the archaeological record tells us about violence, human nature, and the veracity of claims for either a more violent or more peaceful past. We will examine theoretical models of war, anthropological studies of conflict, and archaeological case studies of both violent and peaceful times to understand the role that organized violence has played in human history and evolution."
IIPS 86100,"Directed readings for doctoral candidates, conducted on an approved subject under the direction of a faculty member.  Special permission from the Director of Doctoral Studies is required."
IIPS 93100,"This course is designed as a collaborative workshop that supports Kroc Institute ABD students in their dissertation-related research and writing as well as professionalization and preparation for the job market. The course will include the following elements: (1) it will serve as an accountability group to keep students moving forward on dissertation work, including bi-weekly check-ins and progress updates; (2) each class we will intensively workshop a dissertation-related product from at least one student, including dissertation chapters, dissertations summaries and outlines, research memos, research statements (for job and/or fellowship applications), or articles based upon dissertation research, with students serving as discussants on each other's writing; (3) we will work on dissertation planning, including mapping research and writing stages, outlining chapters, and developing feasible timelines; and (4) professionalization support such as help with conference papers, cover letters, research statements, and job talks."
IIPS 93101,"This course is designed as a non-resident, collaborative workshop that supports Kroc Institute ABD students in their dissertation-related research and writing as well as professionalization and preparation for the job market. The course will include the following elements: (1) it will serve as an accountability group to keep students moving forward on dissertation work, including bi-weekly check-ins and progress updates; (2) each class we will intensively workshop a dissertation-related product from at least one student, including dissertation chapters, dissertations summaries and outlines, research memos, research statements (for job and/or fellowship applications), or articles based upon dissertation research, with students serving as discussants on each other's writing; (3) we will work on dissertation planning, including mapping research and writing stages, outlining chapters, and developing feasible timelines; and (4) professionalization support such as help with conference papers, cover letters, research statements, and job talks."
IIPS 93200,"The Kroc Institute's Peace Research Education Seminar (PRES) is a seminar series dedicated to building and maintaining intellectual community through reading, presentation, and discussion of recently completed or in-progress scholarship in peace studies. Sessions take place once per month, over lunch on a Friday. Prior to each session, seminar organizers circulate one article or book chapter by a current faculty member, graduate student, faculty fellow or visiting scholar. The session then features a presentation by the author and responses by two different faculty members or graduate students. By participating in the seminar, students will become more deeply involved in intellectual conversations at the Kroc Institute and will increase their knowledge and understanding of current research in peace studies."
IIPS 97100,This is a reading course for doctoral students in peace studies who are preparing for the Ph.D. candidacy examination and writing a dissertation proposal. Students may undertake regular graduate course work in addition to this course. Special permission from the Director or Associate Director of Doctoral Studies is required.
IIPS 98100,"Research and writing on an approved dissertation topic, under the guidance of the dissertation advisor, for resident doctoral students who have completed all course and candidacy requirements for the PhD in Peace Studies."
IIPS 98101,Research and writing on an approved dissertation topic for PhD candidates who are not in residence.  Registration for this credit is required for a non-resident PhD candidate to maintain degree status.
ILS 10013,"This intermediate-level course is designed to continue the development of skills for regional dance styles of Mexico. Students interested in continuing their exploration of Mexican dance will practice steps, techniques, culture, and choreography post colonial pieces from the regions of Hidalgo, Sinaloa, and Jalisco. Principles of body alignment, strength, and coordination will be implemented as they relate to dance and performance. The class is ideal for those with previous dance experience or the beginner course. Shoes, skirts, hats provided."
ILS 10014,"This class instructs students on vocalization, instrumentation, and ensemble techniques that are part of the art form of Mexican Mariachi music. Beginners welcome. Advanced students with prior experience will assist in the instruction of the course.  Guest instructors and speakers will also contribute to the course.  Students gain the following skills: development of a broad knowledge of Mariachi music and Mexican culture, recognition of forms in Mariachi music (i.e. ranchera, polka, son, etc.) and growth of performance skills to create an ensemble sound."
ILS 20102,"Together with the United States, Mexico and the Caribbean have been among the most influential exporters of music globally since the early 20th century. This course traces these processes of musical production and consumption. Students will be introduced to important historical and stylistic musical developments as we survey various styles and genres with attention to their cultural significance - including the corrido (Mexican ballad), Caribbean-derived salsa, and cumbia, among others. Our approach, such that we are dealing with music-cultures, is at once anthropological and ethnomusicological. In order we achieve our aims, the course is organized along two axes: one chronological (so to speak), the other conceptual, neither complete. The chronological portion will allow us to survey various genres and ensembles of musical production. We dovetail this effort with a focus on important themes and concepts that aid in understanding the present and historical conditions of the terrain where performance, identity, race-ethnicity, gender, transnationalism, and commoditized publics intersect."
ILS 20103,"This introductory course uses popular film as a primary text/medium to explore fundamental questions in the academic study of religion. In particular, we will be concerned with the ways that faith, spirituality, religion and religious experience are constituted and defined on film as well as through film viewing. Emphasis will be placed on film's reflecting African Diaspora, Latinx and Caribbean cultures and the inclusion of religions outside of the Judeo-Christian canon for context and comparison. In discussing films from across a range of subjects and genres, we will engage in the work of mythical, theological and ideological criticism, while examining the nature, function, and value of religion and religious experience. We will also consider significant writers and traditions in the field of Diaspora Religions and develop the analytical and interpretive skills of the discipline. Given the depth and breadth of religious orthodoxies and faith-based practices existent throughout the Diaspora, students will be exposed to a variety of film genres including silent films, anime, documentary, drama, biography, comedy and horror.  Based on availability, and the student cohort's familiarity or lack of material the scheduled films will include twelve to fifteen selections from the lists below. Weekly readings, writing assignments, and screening sessions are required."
ILS 20303,"This literature course offers an opportunity to read, discuss, and write about a generous sampling of contemporary American poetry by living Latinx poets, utilizing as its principal text the anthology, The Wind Shifts: New Latino Poetry. There will also be a special module on Latinx poetry inspired by Latinx art, with particular attention to the Smithsonian American Art Museum's exhibit: Our America: the Latino Presence in American Art. We will also be relying significantly on a series of online resources, including video interviews with Latinx poets conducted here at Notre Dame. We will focus mainly on mid-career writers, discovering and examining some of the themes that characterize Latinx poetry. A number of the poets who we'll be reading will be special guests, via ZOOM, at various points during the semester: we'll get to ask them questions, and watch and hear them read some poems. We'll also encounter poems that challenge what one might expect when one hears the term, Latinx poetry.   "
ILS 20304,"Gazes are gravitational forces. They can erect and deconstruct identities, ideologies, and geography. This course investigates the ideological tensions that inform the gaze and how this gravitational force is experienced, produced, enforced, and reimagined by marginalized beings. It also reevaluates the gaze itself; we will examine the gaze within cinema, as a form of self-expression, institutional power, and a critical lens through which to question our looking practices. We will investigate how nationalism, race, gender, sexuality, ability, and class produce gazes while examining alternative gazes that envision an elsewhere. Context will guide our discussion as we consider how gazes are enforced within family, work, and political structures. Throughout the semester, students will research various interdisciplinary approaches to the gaze, consider their personal looking practices, and create a gaze of their own. This course takes an intersectional approach to the gaze; possible texts include La Llorona, Lilo and Stitch, and poetry by Alan Pelaez Lopez and Larry Mitchell."
ILS 20305,"In this fine arts course we will read full-length books by young Latinx poets. We will discuss and learn from the them as we aspire to create our own literary art, in tandem with fun assignments, including but not limited to: writing to music, using a text from another language to write our own in English or Spanglish, visiting the Snite Museum on campus to use the visual or plastic arts as a springboard for our own literary art. We will also read and discuss essays on the craft of writing. The Latinx writers we will be reading will also be guests at special sessions on ZOOM, during which we?ll be able to question them about their art. Students will experience at least one literary event to experience literature as performance. Finally, students will practice and hone a certain vocabulary in order to offer constructive feedback to one another. No prior experience with creative writing necessary. All levels and majors and colleges welcome."
ILS 20701,"This course will examine the Latina/o experience in the United States, including the historical, cultural, and political foundations of Latina/o life. By focusing on various Latina/o groups and the intersectionality of race, ethnicity, gender, class, and citizenship, this course will highlight the diversity within the category Latina/o. This course has an optional community-engaged learning component with La Casa de Amistad."
ILS 20704,"Many have claimed that the American educational system is the great equalizer among men. In other words, the educational system gives everyone a chance to prosper in American society regardless of their social origins. In this course, we will explore the validity of this claim. Do schools help make American society more equal by reducing the importance of class, race, and gender as sources of inequality, or do schools simply reinforce existing inequalities and reproduce pre-existing social relations? Topics covered in the course include: unequal resources among schools, sorting practices of students within schools, parents' role in determining student outcomes, the role of schooling in determining labor market outcomes for individuals, and the use of educational programs as a remedy for poverty."
ILS 20801,"This course contributes to Notre Dame's core curriculum through its examination of theology as reflection on faith within the context of a living Christian Tradition. The course explores how theology - classically understood as faith seeking understanding - addresses questions Latinx Christians probe as they seek to live Christian faith in engagement with the world. More specifically, the course investigates three core topics: (a) the history of Latinx Christians as the context for their theological reflection; (b) an assessment of the theological significance of Jesus's Galilean origins; and (c) Latinx devotion and religious traditions as expressions of their lived faith and as resources for theology."
ILS 20913,"Students will be introduced to Literatura Infantil y Juvenil (LIJ) in the Spanish-speaking world through a combination of considerable reading of LIJ across genres and levels and a critical perspective of LIJ via academic text and articles. Books read will include many award winners by prolific writers and illustrators of LIJ, as well as widely known writers for adults who have also written children's books. Among genres read will be folklore, narrative, fiction (representing afro-latino, indigenous and other multi-cultural groups; contemporary, realistic, historical), short story, and poetry. In addition, students will develop criteria for evaluating quality LIJ through a variety of interdisciplinary perspectives. Finally, there is a Community-Based Learning (CBL) component where students will share LIJ with the local Latino community through CBL projects and a reading program with Latino youth. Pre-requiste: ROSP 20202 or above or placement by exam. This course can count as an advanced elective towards the major. Taught in Spanish. Students must have a Language Exam Score between 440 and 600 to enroll in this class."
ILS 22301,"Students wishing to enroll in this section MUST be enrolled concurrently in ROSP 30201/ILS 20710: Introduction to Latino Studies. Students who have completed the Notre Dame language requirement in Spanish are eligible to sign up for an additional single credit discussion section as part of the Languages Across the Curriculum (LxC) initiative of the College of Arts and Letters. Choosing this option means that students will do some additional reading in Spanish language materials (approximately 20-25 pages a week), and meet once a week with a graduate student or faculty tutor from the Department of Romance Languages and Literatures who will guide a discussion in Spanish and grade some brief writing assignments. The LxC discussion section in Spanish associated with this course will be graded on a pass/fail basis and will be credited on the student's transcript. Up to three LxC discussion sections can be applied toward a major, secondary major or minor in Spanish. Please talk to the instructor if you are interested in adding this supplemental credit."
ILS 30002,"In 2023, it is difficult to avoid the language of antiracism, and harder still to discern its politics. Is racism a matter of structure or intention? Culture or economics? What does racial justice look like? And what exactly are those structures anyways? Moving from the civil rights movement of the 1960s to the George Floyd Uprisings of 2020, this course introduces students to the history behind a freighted term. We will read classic and contemporary texts of antiracism, tracking how American activists, politicians, artists, and scholars wrestled with these questions in the twilight years of the welfare state, mass industry, and securely waged employment.  "
ILS 30005,"This course will survey representations of Latinos in American cinema from the silent era to the present.  We will examine how stereotypes associated with Latinos have been produced, reinforced, and challenged in American films - from greasers and Latin lovers to gangsters, kingpins, and border crossers.  We will explore the fascinating contradiction that, despite a long history of misrepresentation and underrepresentation, Latinos have made significant contributions to Hollywood and independent cinema.  We will also examine the rise of Latino directors in recent years and their drive to reframe the Latino image for American audiences.  Screenings will range from the silent epic Martyrs of the Alamo (1915) to more recent films such as Maria Full of Grace (2004).  Our interdisciplinary approach to the subject will draw upon readings from history, film theory and criticism, and ethnic/American studies.  Students will take a midterm exam and make class presentations."
ILS 30007,"This CAD course looks back to 1850, when urban industrial America began, and looks forward to 2050, when Notre Dame promises to be carbon neutral, to critically engage competing visions of individual, communal, and ecological flourishing.  It focuses on economic, racial, and environmental justice as students explore how US political culture, the discipline of American Studies, and Catholic social teaching have clashed and converged and Americans proposed varying solutions to poverty, racism, and environmental degradation.  After an introduction to American Studies, we turn to visions of the good life in foundational US political documents (the Declaration, the Constitution, and Inaugural Addresses) and in Catholic tradition (scriptural passages, theological essays, and papal encyclicals, from Rerum Novarum to Laudato Si'). Then the course's three main sections consider, in turn, economic equity, racial justice, and environmental restoration. Each section includes a faith in action case study and concludes with an integrative essay that puts Catholic social teaching into conversation with American Studies scholarship. In the final class session, Learning Groups present their synthesis of the course material, and, during the exam period, each student submits a final integrative essay that focuses on one of the issues—poverty, racism, or environmental degradation—and identifies what American Studies might learn from the Catholic Tradition and what the Catholic Tradition might learn from American Studies. "
ILS 30042,"Drawing on Lave and Wenger's (1991) theory of legitimate peripheral participation, this Community Based Learning course is structured to allow students to participate in two communities: (1) an elementary classroom during English Language Arts instruction time to both observe the teacher's pedagogy and work directly with children and (2) as a developing literacy researcher with students in the course. Students will learn about research based best practices in literacy instruction during seminars and apply these strategies and approaches in the classroom while working with small groups and individual children. Students will also learn about and apply qualitative approaches to data collection and analysis to study 2-3 children's growth over the semester and to make meaningful and insightful connections between theory and practice. Since the majority of students' time will be dedicated to read-alouds and teaching multicultural children's literature, students will develop an extensive annotated bibliography of children's literature to deepen understanding and appreciation for literature for children. On-Site: Students should plan to spend 3 hours per week at Muessel Elementary School (based on when ELA is taught, typically in the morning, and ND students' schedule). Beginning Week 3, we will only meet on Tuesdays for seminar on campus. Students are responsible for their own transportation."
ILS 30145,"This course offers a critical examination of what it means to be an immigrant or child of immigrants through scholarly works, memoirs, blogs, and popular journalism. Since the liberalization of immigration policy in 1965, immigrants from Latin America and Asia are becoming an increasing and emergent demographic of American society. In major American cities such as Los Angeles and New York, they comprise over 50% of the population. This course focuses on how immigrants and the children of immigrants experience the United States. How are immigrants changing the US racial and ethnic structure? How do their experiences differ given varying legal statuses? How is the second generation becoming American? We will explore these questions through readings that focus on family, religion, education, dating and sexuality. This course will include a community based learning component where students will work with immigrant serving organizations. Students will have the option to teach citizenship classes or to work with immigrant children. Service will be 2-3 hours per week outside of class."
ILS 30401,"This course is designed to introduce students to Mexico's modern history and its people. We will pay particular attention to political and artistic movements during the Porfiriato (1876-1910), the Revolution (1910-1938), and the post-revolutionary period (1938-1970s). We will include a detailed discussion of the recent disappearance of 43 students in Ayotzinapa, in the State of Guerrero. Students will examine what it meant to be a militant in the political world of artistic production and social movements and the different ways in which the Mexican state responded to this militancy. We will explore how and why a broad range of representative leaders of Mexico's most important political and cultural revolutions used paintings, murals, graphic art, cartoons, literature, music, film, and graffiti to (A) lead a social, cultural, and political restructuring of their respective communities; (B) export their unique notions of Revolution to the nation and the world; and (C) question the contradictions that some artists (at times) faced within their own revolutionary movements. "
ILS 30406,"When Columbus stepped ashore in the Caribbean in 1492, he set in motion a process that led to the creation of wealthy Spanish and Portuguese empires in the Americas, the genocide of countless numbers of indigenous men and women, the enslavement of millions of African men and women, and the eventual formation of a variety of independent states competing in the world economy. In this semester-long survey, we will examine topics in this history that will allow us to consider how history is produced as well as what happened in the past, from various perspectives, from elite colonial administrators and merchants to indigenous peasants and formerly enslaved men and women. "
ILS 30407,"This is an interdisciplinary history course examining the Latino experience in the United States after 1848. We will examine the major demographic, social, economic and political trends of the past 150 years with an eye to understanding Latino/a America. Necessarily a large portion of the subject matter will focus on the history of Mexican-Americans, and Mexican immigrants in the Southwest and Midwestern United States, but we will also explore the histories of Puerto Ricans, Cubans, and Latin-Americans within the larger Latino/a community. Latinos are US citizens and as such the course will spend significant time on the status of these groups before the law, and their relations with the state, at the federal, local, and community level. To explore these issues within the various Latino communities of the US we will explore the following key topics covered: historical roots of Latinos/as in the US; the evolution of a Latino/a ethnicity and identity within the US; immigration, transmigration, and the shaping of Latino/a communities; Latino/a labor history; segregation; civil rights; nationalism and transnationalism; the Chicano Civil Rights Movement; Latinos in film; and post-1965 changes in Latino/a life."
ILS 30410,"The aim of this class is to try to understand what conquest, as we have traditionally called it, meant to the people who experienced it in some parts of the Americas that joined the Spanish monarchy in the sixteenth century. We'll concentrate on indigenous sources - documentary, pictorial, and material - and try to adopt the indigenous point of view, without neglecting sources mediated by Europeans. Although the class will concentrate on selected cases from Mesoamerica, the lecturer will try to set the materials in the context of other encounters, both within the Americas and further afield; and students will be free, if they wish, to explore case-studies from anywhere they choose in the Americas (in consultation with the lecturer and subject to his approval) in their individual projects."
ILS 30414,"This course will examine the long history of struggle for civil rights by the Latina and Latino communities. Representing an estimated 65.3 million residents of the United States, the demographic is the largest minority group. However, their experiences represent a clear paradox. Despite their “American” identity, they remain “Others” to many in the United States. Beginning with the forceful incorporation of ethnic Mexicans in the mid-nineteenth century, this course covers the triumphs and failures of collective action by this community for a variety of rights and access on their path to inclusion. These include workplace strikes for equal pay, unionization drives, walkouts against educational discrimination, interfaith alliances for immigration rights, and more. Through covering various topics, this course documents the strategies Latinas and Latinos utilized in their social movements and negotiates the consequences of those tactics and their lasting influence in their communities. In these struggles for equality, Latinas and Latinos advocated for educational reform, reshaped public space, and influenced the negotiations of their place in society."
ILS 30415,"The purpose of this course is to introduce students to major themes in the global history of slavery with a specific focus on the location of slavery in the making of the modern world bringing together histories from the Atlantic, Indian, and Pacific Ocean worlds. The course will focus upon these themes through literature, economics, and politics. In addition, the course will also introduce students to recent museum exhibitions, art exhibitions, digital history projects, films, and documentary compilations that all together have transformed how the global history of slavery is understood. "
ILS 30442,"This course explores the relationships among and between workers, employers, government policymakers, unions, and social movements since the end of World War II, as well as the ways in which those relationships have shaped and been shaped by American politics and culture more broadly. The United States emerged from the Second World War as the globe's unequaled economic and political power, and its citizens parlayed that preeminence into a long postwar economic boom that created, however imperfectly, the first truly mass middle-class society in world history. At the heart of that new society was the American labor movement, whose leaders and members ensured that at least some of the heady postwar profits made it into the wallets of workers and their families - and not just the wallets of union members, as working Americans generally experienced great improvement in wages, benefits, and economic opportunity during the quarter-century ending in 1970. During those same years, civil rights activists challenged the historic workplace discrimination that kept African Americans at the bottom of the labor market, confronting the racism of employers, unions, and the government, and inspiring others, primarily Mexican Americans and women, to broaden the push for equality at the workplace. Since that time, however, Americans have experienced a transformation in the workplace -- an erosion of manufacturing and the massive growth of service and government work; a rapid decline in number of union members and power of organized labor; and unresolved conflicts over affirmative action to redress centuries of racial and gender discrimination. Meanwhile, income inequality and wealth disparities have grown every year over the past three decades. What accounts for the decline of organized labor since 1970, and why have the people of the mythic land of milk and honey experienced declining upward mobility and widening gaps between the rich and everyone else? Are these phenomena linked? What has the decline of the labor movement meant for workers specifically, and the American economy and politics more broadly? How and why have popular perceptions of unions changed over time? What has been the relationship of organized labor to the civil rights movement, feminism, modern conservatism, and the fortunes of individual freedom more broadly? What is globalization, and what has been its impact upon American workers? Through an exploration of historical scholarship, memoirs, polemical writings, and films, this course will try to answer these questions and many others. It will also address the prospects for working people and labor unions in the twenty-first century."
ILS 30508,"This course introduces students to major actors, institutions, processes, and policies of sub-state governments in the United States.  Through an intensive comparative examination of historical and contemporary politics in city governments, we will gain an understanding of municipal government and its role within the larger contexts of state and national government."
ILS 30509,"Immigration is an issue of increasing importance in the United States. Few issues have generated as much debate and emotion as the immigration policy. The goal of this course is to provide students with an overview of the critical normative and academic questions in political science regarding immigration in the U.S. What factors have affected contemporary and historical immigration policy in the United States? In particular how have economics, demographics, politics, religion, culture, environmental concerns, and ethnic and nationalist interests impacted the nature of immigration politics and policy? How have groups leveraged political influence for desired immigration policy outcomes? We will study the impact of worldwide immigration and population trends on the formulation of American policy. The emphasis will be on an academic understanding of how immigration policy has been affected by domestic and international demographic and political factors"
